d1,d2,d3,d4
677.56,24.83,579.45,862.48
226.17,521.46,37.55,320.99
80.3,720.49,210.47,257.01
47.67,679.36,182.75,279.97
233.46,508.22,50.53,333.91
223.97,516.33,41.43,327.01
677.11,26.69,579.86,863.12
332.14,841.71,290.66,4.71
25.42,681.21,205.19,307.2
673.35,24.74,576.38,859.76
194.16,698.58,141.16,156.64
233.18,504.32,53.81,338.21
332.07,839.06,288.47,6.63
167.64,640.68,85.08,215.59
471.34,249.87,326.54,597.62
24.9,681.67,206.86,308.8
191.87,697.55,140.19,158.54
678.22,19.32,576.78,858.91
171.57,639.72,83.45,214.76
324.2,829.06,278.35,11.72
332.47,843.19,291.96,4.83
24.08,680.34,205.43,308.6
679.97,24.8,580.92,863.68
28.34,684.77,207.97,306.33
99.54,608.03,248.57,425.25
233.21,501.76,56.1,341.01
34.65,690.87,211.0,302.51
226.3,514.39,43.57,328.62
191.21,669.68,112.23,180.7
25.14,679.23,202.13,305.72
259.86,456.53,307.1,557.56
402.8,944.04,390.62,104.54
216.38,679.79,124.39,163.76
192.16,697.76,140.39,158.24
221.19,520.91,36.82,322.62
197.1,525.55,38.79,324.77
5.35,661.07,197.97,322.34
363.18,426.6,409.42,665.22
685.75,87.7,606.25,892.76
626.66,76.91,506.07,782.54
321.73,827.69,276.63,12.31
225.81,515.05,42.89,328.01
692.77,90.64,613.05,899.49
329.82,838.66,287.6,4.03
228.36,510.07,47.81,332.91
201.34,533.57,26.56,314.03
10.02,649.67,194.9,331.36
254.62,462.23,305.05,553.69
210.02,527.31,30.57,318.4
228.59,510.19,47.74,332.72
255.22,461.41,305.13,554.06
25.12,681.26,205.71,307.81
25.26,679.37,202.21,305.65
192.55,698.3,140.92,157.67
199.02,702.03,144.57,151.76
676.67,24.91,578.88,862.01
678.5,26.75,580.85,863.99
228.2,510.83,47.1,332.11
192.67,697.44,140.05,158.2
226.35,522.14,37.07,320.21
224.42,519.13,39.0,323.85
26.06,679.89,202.13,304.87
401.46,943.05,389.53,103.61
258.82,456.77,305.9,556.37
169.22,639.5,83.63,215.95
678.51,26.7,580.83,863.97
22.66,678.54,204.02,309.03
258.73,456.7,305.71,556.21
22.55,678.41,203.93,309.08
26.67,681.73,204.49,305.62
11.63,649.11,190.87,327.41
300.83,818.3,264.32,27.19
677.11,26.69,579.86,863.12
678.55,27.1,581.02,864.19
679.1,27.69,581.63,864.81
173.0,639.32,82.83,214.53
188.71,667.31,109.85,183.69
49.01,694.66,200.66,282.77
38.39,679.78,190.47,289.68
229.83,513.79,44.91,328.56
328.45,834.69,284.01,7.54
628.66,80.43,506.72,782.55
25.86,680.85,203.98,306.07
196.03,701.39,143.95,153.71
550.81,1090.67,541.49,253.56
95.24,752.42,282.67,328.14
48.21,694.92,201.8,284.05
26.67,681.73,204.49,305.62
677.11,26.69,579.86,863.12
115.78,720.64,186.82,212.68
257.59,458.59,305.84,555.69
10.55,665.25,197.74,317.23
255.95,491.39,71.79,348.79
172.03,641.43,85.07,213.04
226.73,521.66,37.58,320.66
300.27,780.08,232.07,60.93
84.32,717.71,203.1,249.28
676.69,25.65,579.17,862.37
25.03,680.7,204.78,307.31
366.47,424.17,411.67,668.08
678.38,25.38,580.21,863.23
171.79,639.19,82.89,215.15
43.27,692.44,203.03,289.32
221.08,521.16,36.57,322.36
679.1,27.69,581.63,864.81
24.91,682.26,208.11,309.7
236.53,498.25,59.81,344.19
677.11,26.69,579.86,863.12
183.4,674.04,116.79,180.37
667.46,20.24,570.2,853.59
677.11,26.69,579.86,863.12
24.61,680.53,205.04,307.86
253.52,463.37,304.58,552.85
227.98,494.25,63.48,350.75
224.35,514.93,42.77,328.45
223.01,516.77,40.89,326.74
232.05,511.01,47.84,331.16
172.46,633.75,77.41,219.84
191.21,669.68,112.23,180.7
13.81,667.09,196.9,314.05
29.43,685.19,207.2,304.76
668.87,21.45,571.75,855.15
197.02,700.08,142.62,154.14
170.36,639.52,83.45,215.45
24.85,681.78,207.16,309.06
224.46,518.33,39.71,324.72
332.21,843.82,292.43,4.78
254.24,464.8,306.78,554.41
12.24,665.55,196.58,315.48
77.31,714.29,203.87,256.65
198.14,702.4,144.95,151.93
232.74,508.78,49.87,333.44
328.34,837.99,286.7,3.01
225.42,518.49,39.79,324.34
232.76,502.74,55.15,340.03
49.44,703.42,214.97,290.94
192.71,697.78,140.39,157.95
336.15,845.33,294.59,8.5
231.27,510.16,48.33,332.23
232.52,510.62,48.3,331.5
265.57,873.42,320.66,142.48
673.91,27.62,577.77,861.35
223.13,518.99,38.87,324.28
331.07,841.68,290.39,3.45
225.84,521.08,37.75,321.46
675.2,24.24,577.58,860.77
169.5,638.95,83.03,216.33
305.54,812.13,259.94,28.0
551.85,1091.82,542.64,254.71
170.87,641.59,85.41,213.38
225.7,515.89,42.12,327.11
44.23,694.87,205.89,289.94
224.39,513.82,43.81,329.66
173.63,639.29,82.72,214.3
12.0,666.37,197.7,315.88
227.61,519.56,39.54,322.76
329.46,833.23,283.05,10.56
165.38,641.91,86.75,215.51
694.33,95.9,615.97,902.58
362.48,427.17,408.96,664.63
231.11,509.52,48.84,332.95
211.14,516.87,41.92,329.85
639.41,64.83,520.67,797.58
24.89,682.16,207.92,309.57
225.02,514.35,43.4,328.94
552.38,1093.29,543.89,255.97
329.83,436.88,378.41,631.86
33.92,687.24,205.06,299.2
168.65,640.3,84.52,215.49
388.41,414.9,430.35,688.99
331.75,841.49,290.39,4.32
224.34,517.42,40.5,325.73
28.44,684.86,208.0,306.26
209.52,530.07,27.68,315.47
143.6,706.23,158.5,187.16
254.64,462.43,305.25,553.81
202.26,524.35,36.95,324.23
225.56,520.16,38.42,322.51
177.51,640.99,83.96,211.22
197.88,671.01,113.77,177.11
43.37,695.36,207.71,291.83
192.73,697.67,140.28,158.02
332.26,840.05,289.33,5.95
26.67,681.73,204.49,305.62
231.04,511.74,46.94,330.55
95.24,752.42,282.67,328.14
52.18,707.01,218.49,291.0
221.86,520.68,37.13,322.71
328.35,833.2,282.76,9.45
40.24,690.07,202.55,291.93
34.25,686.55,203.52,298.04
144.61,706.14,158.07,186.34
32.39,689.07,210.74,304.51
44.57,698.65,212.29,293.77
225.61,513.69,44.09,329.54
28.8,685.55,208.88,306.56
257.33,458.26,305.2,555.2
224.08,519.17,38.9,323.88
225.43,518.01,40.21,324.86
223.19,519.1,38.79,324.16
9.68,667.44,201.59,319.37
36.02,679.71,192.36,292.28
325.23,828.69,278.29,12.85
674.76,24.67,577.42,860.69
678.51,26.68,580.83,863.97
232.08,510.85,47.98,331.33
230.44,510.77,47.61,331.72
675.67,25.61,578.42,861.7
174.6,640.93,84.22,212.43
229.37,513.25,45.24,329.23
260.45,456.07,307.49,558.08
281.57,443.86,325.2,578.63
695.35,95.45,616.67,903.24
24.97,682.58,208.74,310.13
227.84,510.34,47.48,332.73
24.21,680.37,205.28,308.38
678.84,27.72,581.46,864.67
8.42,651.42,194.83,329.4
223.83,516.54,41.22,326.81
667.55,20.01,570.2,853.57
30.09,686.65,209.18,305.54
30.11,686.52,208.89,305.31
31.63,686.54,206.72,302.37
333.36,843.18,292.17,5.74
228.4,512.56,45.61,330.19
24.44,683.9,214.53,316.08
236.04,499.73,58.41,342.66
166.32,641.96,86.6,215.04
677.11,26.69,579.86,863.12
334.28,842.15,291.53,7.2
98.28,755.27,285.65,329.16
228.36,510.06,47.82,332.92
259.54,456.79,306.89,557.28
28.81,684.42,206.58,304.93
24.52,680.18,204.52,307.62
226.76,519.55,39.27,322.92
169.35,639.58,83.68,215.83
231.81,510.83,47.92,331.4
364.81,422.69,409.08,665.87
258.82,456.77,305.9,556.37
332.53,838.5,288.12,7.84
39.0,691.61,206.45,295.23
35.35,679.99,193.27,293.12
201.74,512.53,280.86,511.14
226.31,518.15,40.3,324.53
26.16,683.81,209.5,309.58
331.16,839.31,288.46,5.14
256.93,458.13,304.54,554.64
333.8,842.61,291.8,6.4
326.38,834.11,283.04,6.51
332.23,842.79,291.57,4.58
226.86,512.15,45.68,330.95
172.28,638.29,81.92,215.76
188.92,641.31,83.87,206.86
678.09,26.26,580.38,863.51
36.33,690.94,208.66,299.2
36.84,688.62,203.93,295.84
106.76,761.7,296.32,338.04
329.41,835.41,284.83,7.62
192.85,697.29,139.89,158.23
678.62,26.77,580.94,864.07
170.05,641.05,85.01,214.21
677.11,26.69,579.86,863.12
27.18,683.87,207.9,307.38
330.93,841.01,289.8,3.51
224.92,515.48,42.35,327.72
167.17,638.66,83.2,217.6
102.06,718.36,191.79,227.57
279.03,879.0,324.21,128.73
170.36,639.52,83.45,215.45
675.98,27.21,579.23,862.62
30.69,687.31,209.66,305.32
38.95,688.97,202.19,292.97
169.61,639.54,83.6,215.75
332.01,837.15,286.89,8.65
293.05,785.32,234.46,54.33
168.18,640.03,84.34,215.93
233.53,507.03,51.55,335.2
226.25,521.47,37.57,320.96
24.18,682.0,208.82,310.95
680.15,25.21,581.22,864.01
172.44,638.38,81.99,215.61
675.79,24.44,578.08,861.24
171.24,641.69,85.45,213.13
256.64,458.94,304.87,554.66
228.36,510.07,47.81,332.91
402.8,944.04,390.62,104.54
10.7,665.11,197.45,317.05
151.29,705.89,155.7,180.99
402.51,944.92,391.3,105.52
172.46,633.75,77.41,219.84
259.11,456.95,306.45,556.82
27.38,684.25,208.38,307.55
98.54,754.89,287.04,331.94
29.95,686.89,209.96,306.27
167.78,640.05,84.44,216.08
232.92,503.62,54.38,339.03
223.8,517.79,40.08,325.45
402.8,944.04,390.62,104.54
30.43,683.35,202.68,301.14
258.57,455.98,304.86,555.67
95.05,752.45,282.03,327.07
24.48,682.04,208.37,310.31
193.35,698.28,140.88,157.27
183.41,674.04,116.79,180.37
227.51,525.6,35.0,316.32
226.08,514.01,43.88,329.09
332.13,842.15,291.03,4.55
232.67,499.72,57.92,343.38
27.81,684.64,208.54,307.25
207.52,522.24,36.99,324.87
226.25,521.47,37.57,320.96
27.75,685.07,209.6,308.12
332.46,840.83,290.01,5.61
331.42,841.61,290.41,3.87
27.53,684.69,209.11,307.95
31.6,688.5,210.78,305.31
223.88,516.99,40.81,326.3
677.4,25.87,579.75,862.91
34.13,690.48,210.99,303.01
326.56,830.35,279.98,11.67
28.33,685.39,209.32,307.35
19.33,676.83,205.52,313.08
334.64,824.91,277.78,26.91
229.29,511.03,47.13,331.67
331.39,837.98,287.41,6.88
38.02,689.29,203.71,294.61
39.3,690.44,204.14,293.64
226.25,521.47,37.57,320.96
326.29,830.06,279.68,11.83
191.21,669.68,112.23,180.7
224.42,519.13,39.0,323.85
321.85,810.08,262.35,34.56
172.57,638.96,82.54,215.04
4.94,663.94,205.75,328.41
330.9,838.34,287.6,5.82
226.04,513.63,44.21,329.51
95.24,752.42,282.67,328.14
232.76,502.74,55.15,340.03
210.52,528.33,29.38,317.12
259.3,457.13,306.86,557.14
228.36,510.07,47.81,332.91
672.41,20.62,574.23,857.33
27.77,684.3,207.86,306.79
258.73,457.72,306.62,556.71
351.1,879.81,326.56,40.89
678.98,25.87,580.81,863.81
199.65,509.85,56.95,342.66
230.68,509.77,48.53,332.76
168.76,639.13,83.35,216.48
14.49,668.33,197.75,313.61
677.11,26.69,579.86,863.12
229.56,513.89,44.75,328.51
372.76,334.73,363.52,640.46
193.2,669.95,112.53,179.71
33.12,689.76,211.08,304.07
234.2,500.21,57.66,342.51
203.84,515.64,46.68,333.84
13.4,667.93,198.29,314.75
41.55,618.36,174.81,341.74
40.23,695.56,212.29,298.03
319.83,821.26,270.86,19.34
333.17,838.45,288.23,8.76
188.55,692.05,134.76,164.16
225.81,515.05,42.89,328.01
677.11,26.69,579.86,863.12
14.4,668.41,197.93,313.73
31.21,681.94,199.7,299.03
324.12,829.6,278.78,10.98
227.18,501.3,56.17,342.93
171.3,641.58,85.33,213.21
171.81,641.88,85.55,212.72
553.21,1093.8,544.5,256.57
29.38,686.16,209.29,306.31
208.01,672.61,116.28,172.48
333.09,839.56,289.12,7.53
100.45,758.81,284.19,321.92
8.14,651.95,194.41,328.35
678.86,27.43,581.36,864.54
675.61,24.71,578.05,861.25
29.16,686.08,209.48,306.66
226.34,514.65,43.34,328.32
225.81,515.05,42.89,328.01
222.8,519.15,38.68,324.18
255.5,458.86,303.24,553.18
208.95,669.39,113.31,175.14
26.67,681.73,204.49,305.62
27.71,684.22,207.8,306.81
670.2,24.88,573.92,857.5
169.98,639.71,83.7,215.44
9.41,650.3,194.95,330.75
40.95,691.63,204.24,292.14
228.36,510.07,47.81,332.91
27.93,684.46,207.95,306.71
687.04,88.53,607.59,894.11
77.69,716.03,206.07,257.33
678.38,27.47,581.05,864.27
365.13,422.94,409.57,666.29
228.06,521.7,38.06,320.38
14.33,668.23,197.78,313.76
677.11,26.69,579.86,863.12
32.27,688.88,210.52,304.46
30.13,686.98,209.85,306.01
202.49,524.01,37.24,324.55
36.83,682.62,195.29,292.25
78.94,719.35,209.95,258.11
330.89,835.18,285.0,9.64
41.96,690.32,201.15,289.66
337.06,848.37,297.3,9.9
91.2,725.21,208.4,244.78
95.24,752.42,282.67,328.14
31.82,686.27,205.97,301.72
179.8,641.98,84.76,209.44
42.09,696.32,211.13,295.35
254.62,462.23,305.05,553.69
192.5,537.13,28.53,313.09
33.7,690.24,211.17,303.57
260.52,455.16,306.79,557.74
170.63,639.23,83.11,215.6
402.8,944.04,390.62,104.54
28.26,682.94,204.59,304.21
364.73,421.25,408.23,665.38
12.07,666.32,197.59,315.8
43.27,692.44,203.03,289.32
677.83,18.67,576.11,858.17
33.05,689.89,211.48,304.45
204.82,669.25,112.64,176.42
206.32,672.8,116.26,172.79
171.03,639.89,83.7,214.84
95.24,752.42,282.67,328.14
37.35,692.2,209.69,298.93
224.42,519.13,39.0,323.85
667.46,21.01,570.44,853.88
254.62,462.23,305.05,553.69
220.4,504.93,53.04,340.69
172.02,638.93,82.6,215.29
250.79,468.22,305.17,551.7
229.62,513.57,45.03,328.84
35.81,687.94,204.01,296.85
20.86,678.3,206.17,312.11
190.7,669.86,112.41,180.74
29.17,685.94,209.14,306.4
230.11,510.57,47.71,332.0
317.57,835.82,282.59,10.92
228.36,510.07,47.81,332.91
231.89,507.27,50.96,335.25
226.25,521.47,37.57,320.96
331.15,836.76,286.36,8.0
12.0,666.37,197.7,315.88
183.75,645.5,88.09,204.78
681.0,25.71,581.94,864.68
201.38,514.77,282.45,511.64
331.61,842.82,291.46,4.01
674.72,25.35,577.63,860.96
32.66,684.37,201.83,298.65
231.94,502.43,55.32,340.55
329.6,834.97,284.51,8.42
227.63,517.34,41.35,325.15
674.72,24.56,577.35,860.61
229.34,507.1,50.67,335.96
143.06,592.96,280.82,468.77
258.74,457.13,306.11,556.43
78.62,719.24,210.07,258.49
232.18,502.37,55.4,340.56
28.94,685.6,208.79,306.35
189.76,667.3,109.84,183.29
341.13,854.14,303.0,15.25
641.16,65.21,522.11,798.85
331.3,840.91,289.8,4.03
695.15,94.89,616.33,902.88
678.02,25.44,580.0,863.06
233.14,502.43,55.48,340.28
168.34,638.99,83.29,216.79
171.71,641.72,85.41,212.9
37.44,693.3,211.82,300.41
359.2,800.53,268.89,82.51
7.37,655.66,203.55,334.87
325.81,829.45,279.06,12.27
32.3,688.6,209.87,303.93
170.36,639.52,83.45,215.45
401.46,939.71,386.73,100.08
146.11,705.8,157.2,185.22
229.87,520.22,39.89,321.65
364.19,422.28,408.19,665.09
402.8,944.04,390.62,104.54
222.39,519.81,38.01,323.55
28.88,680.67,200.25,301.41
26.66,684.34,209.86,309.39
172.51,638.41,82.01,215.56
328.68,838.05,286.83,3.33
204.17,521.01,39.95,327.42
339.07,852.89,301.5,13.6
230.86,510.76,47.72,331.65
325.82,829.54,279.14,12.16
204.33,670.18,113.49,175.74
325.67,828.53,278.27,13.39
32.07,688.39,209.77,304.08
224.42,519.13,39.0,323.85
197.78,525.52,38.34,324.54
255.49,460.66,304.84,554.04
229.03,509.65,48.3,333.23
333.8,842.61,291.8,6.4
32.38,686.5,205.66,301.0
366.96,421.94,411.01,667.98
254.47,464.25,306.6,554.44
26.58,681.77,204.67,305.8
6.65,660.59,196.56,321.21
259.06,456.69,306.16,556.63
26.38,683.89,209.29,309.2
313.58,827.65,274.82,14.46
255.61,460.63,304.96,554.17
170.11,641.1,85.05,214.14
331.75,840.88,289.89,4.64
28.41,685.13,208.62,306.74
628.25,80.39,506.37,782.24
330.71,839.72,288.69,4.14
228.36,510.07,47.81,332.91
172.78,640.25,83.79,213.79
38.14,694.07,212.37,300.15
332.19,841.64,290.62,4.8
250.77,468.24,305.17,551.69
205.91,516.08,45.02,332.55
224.4,514.82,42.88,328.56
30.72,687.36,209.71,305.33
23.82,679.83,204.81,308.45
225.81,515.05,42.89,328.01
326.27,831.71,281.03,9.62
23.33,677.7,201.78,307.19
191.06,669.79,112.34,180.67
197.1,525.55,38.79,324.77
167.87,639.8,84.18,216.27
249.67,432.92,132.3,420.09
253.88,463.43,305.11,553.33
165.19,642.17,87.05,215.37
328.07,832.06,281.76,10.69
230.89,510.57,47.9,331.86
24.72,680.53,204.89,307.66
341.69,854.56,303.47,15.76
322.89,830.14,278.93,9.78
151.29,705.89,155.7,180.99
330.58,834.19,284.11,10.55
205.03,523.88,36.12,323.82
36.21,680.13,192.7,292.17
210.31,529.08,28.61,316.35
39.55,694.12,210.36,297.27
34.65,689.49,208.19,300.48
362.66,424.39,407.66,664.03
224.69,516.08,41.77,327.13
172.83,638.2,81.75,215.62
677.11,26.69,579.86,863.12
244.63,478.55,305.98,548.7
319.94,835.01,282.38,7.75
36.33,690.94,208.66,299.2
224.94,518.68,39.51,324.23
32.57,688.78,209.8,303.61
30.95,688.01,210.8,305.96
29.64,680.81,199.67,300.47
26.7,683.78,208.48,308.27
168.78,640.55,84.74,215.2
69.47,594.35,189.49,376.82
9.41,650.3,194.95,330.75
30.59,687.54,210.36,305.97
340.18,853.84,302.54,14.67
10.82,664.84,197.05,316.88
201.84,532.92,27.07,314.6
32.3,687.06,206.78,301.78
323.54,833.64,282.0,6.01
226.69,512.06,45.74,331.08
332.71,843.16,291.99,5.07
195.31,671.35,113.98,177.73
28.85,683.83,205.42,304.15
78.62,719.24,210.07,258.49
222.59,503.21,54.56,342.01
16.36,662.76,215.67,341.59
677.83,26.84,580.42,863.64
228.36,510.06,47.82,332.92
25.72,682.67,207.67,308.6
168.29,640.35,84.64,215.59
9.41,650.3,194.95,330.75
331.42,841.49,290.31,3.91
328.38,833.1,282.68,9.62
77.64,697.93,182.45,250.32
39.08,690.5,204.49,294.04
223.35,518.39,39.45,324.88
168.51,640.85,85.09,215.05
401.53,939.79,386.81,100.16
328.62,838.02,286.79,3.29
145.03,706.5,158.32,185.89
367.7,422.78,412.26,669.01
228.36,510.06,47.82,332.92
340.18,853.84,302.54,14.67
5.24,656.8,195.91,324.73
328.62,832.74,282.45,10.33
32.03,688.93,211.05,305.1
78.76,719.41,210.19,258.42
169.51,638.6,82.69,216.65
233.37,507.83,50.84,334.36
230.62,510.65,47.76,331.82
226.69,519.2,39.53,323.32
26.65,682.88,206.67,307.03
38.71,691.44,206.5,295.54
218.86,677.47,122.66,165.3
170.36,639.52,83.45,215.45
226.75,517.69,40.81,324.95
173.26,637.27,80.77,216.3
169.95,642.12,86.09,213.3
258.82,456.77,305.9,556.37
79.07,719.44,209.96,257.97
225.8,522.41,36.66,320.03
193.71,508.14,64.42,347.85
365.57,422.9,410.02,666.76
675.31,24.91,577.91,861.15
204.24,520.77,40.2,327.68
24.85,682.57,208.93,310.39
196.0,545.74,16.11,302.16
384.56,924.75,370.95,85.68
232.74,508.56,50.06,333.69
616.07,189.65,572.88,860.02
12.62,667.4,198.37,315.48
224.42,519.13,39.0,323.85
331.47,840.95,289.88,4.24
198.91,702.36,144.9,151.58
31.23,687.94,210.15,305.18
674.89,24.51,577.45,860.7
27.38,682.75,205.4,305.52
12.26,655.59,207.81,339.9
29.07,685.3,207.94,305.62
99.66,756.52,287.09,329.85
227.7,509.91,47.86,333.23
172.6,638.62,82.2,215.33
30.67,683.11,202.03,300.58
678.67,27.12,581.11,864.28
190.69,669.92,112.46,180.7
403.83,945.14,391.74,105.63
27.54,684.54,208.77,307.68
678.23,25.47,580.16,863.19
232.76,502.74,55.15,340.03
181.67,651.5,94.19,200.17
342.15,829.65,283.72,30.18
226.27,521.48,37.56,320.95
232.05,508.42,50.01,333.97
26.21,681.98,205.56,306.7
233.6,502.88,55.16,339.7
361.03,425.01,406.22,662.45
195.89,671.92,114.57,177.03
33.54,686.07,203.53,298.7
23.84,683.19,213.53,315.65
288.0,797.68,243.97,44.98
29.08,685.1,207.53,305.32
336.04,851.51,299.68,11.86
145.9,707.19,158.78,184.96
38.22,693.79,211.65,299.51
624.66,71.89,505.99,783.3
68.17,709.83,205.24,266.38
189.16,690.58,133.25,164.93
30.44,686.96,209.29,305.29
259.46,457.33,307.25,557.43
223.92,517.15,40.67,326.11
332.78,838.67,288.32,7.99
167.24,638.59,83.12,217.63
233.78,504.62,53.67,337.77
231.09,509.41,48.93,333.07
11.51,666.31,198.09,316.42
229.61,513.9,44.76,328.49
260.75,454.81,306.79,557.85
323.2,828.39,277.56,12.04
214.98,711.84,154.84,137.21
168.45,639.99,84.25,215.85
676.6,26.05,579.25,862.5
26.67,681.73,204.49,305.62
328.63,838.01,286.79,3.32
677.11,26.69,579.86,863.12
190.23,500.69,79.24,360.21
173.87,636.4,79.82,216.84
678.25,25.48,580.17,863.21
151.2,705.81,155.64,181.08
234.03,501.74,56.26,340.86
234.05,500.28,57.57,342.46
183.53,681.81,124.65,174.25
47.52,694.87,202.42,284.99
329.46,833.21,283.04,10.58
42.13,696.91,212.26,296.14
231.95,505.41,52.61,337.26
26.9,681.9,204.49,305.4
331.75,837.77,287.33,7.59
78.94,719.35,209.95,258.11
25.37,679.25,201.91,305.4
340.18,853.84,302.54,14.67
225.21,514.27,43.5,328.99
679.97,25.02,581.02,863.81
677.23,24.94,579.27,862.35
198.38,669.01,111.82,178.68
259.43,457.37,307.25,557.42
221.55,518.44,39.16,325.24
203.84,515.64,46.68,333.84
24.63,681.44,206.78,308.99
227.61,519.56,39.54,322.76
310.26,809.38,258.72,30.45
233.82,501.42,56.5,341.25
330.96,840.2,289.14,4.07
227.81,508.78,48.92,334.45
197.64,673.13,115.85,175.36
224.18,517.68,40.24,325.48
190.53,670.04,112.58,180.66
330.29,836.71,286.11,6.99
44.43,699.47,214.16,295.32
173.06,637.44,80.96,216.22
325.81,829.45,279.06,12.27
193.12,669.6,112.18,180.04
190.12,523.62,276.29,501.73
37.94,691.12,206.88,296.5
228.63,509.82,48.08,333.12
232.44,502.48,55.33,340.38
265.05,872.84,320.08,142.32
180.49,686.99,130.16,171.96
321.38,827.51,276.4,12.41
231.2,511.21,47.44,331.1
678.08,26.58,580.5,863.66
677.11,26.69,579.86,863.12
401.46,943.05,389.53,103.61
37.54,688.5,202.98,294.68
270.59,484.32,84.12,355.34
255.07,461.69,305.18,554.0
227.68,493.82,63.98,351.33
170.88,639.41,83.25,215.33
675.86,25.32,578.45,861.69
31.14,688.09,210.66,305.67
27.09,681.89,204.23,305.07
552.87,1093.51,544.19,256.26
333.8,842.61,291.8,6.4
25.09,680.56,204.45,307.05
24.8,681.59,206.84,308.87
12.0,666.37,197.7,315.88
29.58,685.99,208.59,305.6
32.57,688.78,209.8,303.61
230.63,511.04,47.43,331.39
225.44,514.61,43.23,328.57
31.98,688.79,210.81,304.96
226.79,511.08,46.65,332.14
188.37,666.56,109.11,184.46
27.48,685.03,210.01,308.71
364.05,422.42,408.12,664.98
119.83,737.92,206.4,214.01
625.28,74.46,505.68,782.6
173.06,637.4,80.93,216.25
333.82,843.95,292.9,6.17
366.46,421.46,410.22,667.31
330.62,839.97,288.87,3.8
326.74,834.08,283.1,6.81
140.66,705.2,158.39,189.94
95.24,752.43,282.64,328.09
194.53,699.77,142.35,155.61
11.63,649.11,190.87,327.41
259.14,456.47,306.07,556.62
199.84,509.75,56.95,342.7
223.01,519.9,38.03,323.31
668.66,20.95,571.42,854.79
28.55,685.6,209.41,307.2
42.02,696.48,211.56,295.73
340.18,853.84,302.54,14.67
675.87,26.52,578.89,862.24
331.95,841.97,290.83,4.39
332.22,838.72,288.23,7.19
677.11,26.69,579.86,863.12
329.37,833.52,283.27,10.08
96.06,752.98,283.9,329.4
673.42,24.34,576.3,859.64
329.16,833.43,283.15,9.97
25.4,680.99,204.82,306.99
225.8,514.45,43.43,328.67
232.98,499.91,57.77,343.1
211.14,516.87,41.92,329.85
228.36,510.07,47.81,332.91
628.81,79.33,507.17,783.13
648.73,11.71,548.13,830.94
183.34,662.06,104.72,190.32
225.07,515.16,42.67,328.05
195.06,698.72,141.29,156.09
170.16,638.48,82.45,216.48
236.5,507.84,51.79,333.8
631.93,75.82,510.92,787.06
680.61,22.05,579.49,861.68
371.38,921.3,365.85,85.84
257.79,460.04,307.37,556.62
402.88,944.13,390.71,104.63
260.27,455.11,306.4,557.39
40.89,693.84,208.05,294.43
327.92,832.06,281.72,10.56
37.45,681.06,192.78,291.02
210.46,518.93,39.79,327.72
332.71,843.16,291.99,5.07
230.96,510.99,47.56,331.39
7.07,661.75,197.17,320.61
30.95,687.62,209.92,305.28
45.51,667.04,172.48,283.88
196.47,670.22,112.91,178.29
227.07,521.38,37.92,320.9
327.96,832.0,281.68,10.68
42.42,697.01,212.06,295.71
24.63,681.44,206.78,308.99
677.11,26.69,579.86,863.12
402.8,944.04,390.62,104.54
198.47,535.19,26.34,313.16
27.95,685.48,210.22,308.42
38.98,690.39,204.41,294.09
223.66,517.03,40.75,326.31
225.47,520.69,37.95,321.95
40.04,693.38,208.29,295.39
38.46,694.46,212.72,300.11
190.73,695.48,138.14,160.59
7.32,664.58,200.0,320.76
332.23,842.26,291.14,4.64
23.69,680.82,206.98,310.02
229.53,513.86,44.77,328.55
228.36,510.07,47.81,332.91
341.69,854.56,303.47,15.76
24.7,681.93,207.73,309.61
191.82,697.27,139.91,158.76
258.06,489.98,73.76,350.09
170.16,639.22,83.18,215.81
226.18,521.62,37.42,320.81
234.2,500.21,57.66,342.51
141.56,703.76,156.51,189.63
28.23,684.79,208.18,306.59
42.08,690.44,201.21,289.57
364.44,423.99,409.38,665.84
694.34,96.28,616.09,902.72
331.14,838.95,288.15,5.49
24.08,680.34,205.43,308.6
676.47,25.46,578.94,862.14
196.53,704.24,146.81,151.47
12.0,666.37,197.7,315.88
180.01,667.89,354.01,502.57
260.34,455.85,307.15,557.84
197.0,703.77,146.33,151.55
47.6,694.95,202.45,284.93
201.88,532.37,27.69,315.21
697.75,94.77,618.43,904.9
79.07,719.75,210.45,258.25
223.1,519.92,38.04,323.28
259.32,456.52,306.36,556.88
330.96,838.01,287.34,6.28
191.21,669.68,112.23,180.7
224.95,522.03,36.7,320.61
229.41,512.89,45.55,329.62
22.71,679.41,205.6,309.98
225.36,514.94,42.91,328.22
26.51,683.14,207.42,307.68
221.43,513.38,44.07,330.86
226.79,511.08,46.65,332.14
225.81,515.05,42.89,328.01
256.21,491.73,71.7,348.42
230.42,511.62,46.88,330.8
199.22,715.14,157.74,142.91
226.62,513.09,44.79,329.98
165.53,641.25,86.07,216.03
331.68,841.62,290.48,4.18
226.09,522.58,36.63,319.79
678.09,26.26,580.38,863.51
30.57,684.07,203.7,301.55
13.78,667.6,197.52,314.2
327.75,837.66,286.3,2.83
192.64,697.71,140.33,158.03
234.78,507.08,51.85,334.91
11.79,665.76,197.2,315.99
228.5,520.39,39.22,321.71
191.21,669.68,112.23,180.7
191.21,669.68,112.23,180.7
223.36,518.39,39.46,324.88
336.81,851.88,300.16,12.27
676.03,25.12,578.5,861.71
364.61,426.69,411.0,666.78
629.79,77.51,508.56,784.67
